Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Vladimir Oblast,Khabarovsk Krai,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Voronezh Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17805,0,0,0,0,0,0,0,0,0,0,0,7.7e-7,0,0,0,0,0,0,0,0,3.02e-6,0,0,0,0,0,0,2.36e-6,0,0,0,9.9e-7,0,0,3.1e-6,0,0,0,0,7.7e-7,0,0,0,0,1.11e-6,9.7e-7,0,7.5e-7,1.01e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05e-6,0,3.3e-6,6.6e-7,0,0,2.63e-6,0,0,0
17836,1.9e-6,0,0,0,0,0,0,0,0,0,0,1.55e-6,0,0,0,0,0,0,0,0,2.28e-6,0,0,0,0,0,0,6e-7,0,0,0,3e-6,1.39e-6,0,0,0,0,0,0,0,0,0,0,0,1.12e-6,0,9.1e-7,7.5e-7,9.3e-7,4.92e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55e-6,3.4e-6,0,0,0,0,0,0,0,0,2.9e-6,8.4e-7,0,1.32e-6,0,0,0
17866,0,0,0,0,0,0,0,0,0,0,0,7.7e-7,0,0,0,2.6e-6,0,0,0,0,2.86e-6,0,0,0,0,0,0,0,0,0,1.2e-6,9.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81e-6,0,0,0,0,0,0,0,0,0,0,0,2.07e-5,0,0,0,0,0,0,0,0,0,0,0,0,9.6e-7,0,0,3.08e-6,1.66e-6,1.29e-6,0,0,4e-6,0
17897,1.9e-6,0,0,3.7e-6,0,0,0,0,0,0,0,3.9e-7,1.45e-6,0,0,0,0,0,0,0,2.15e-6,0,0,0,0,0,0,0,0,0,0,9.7e-7,1.4e-6,0,0,0,0,0,2e-6,3.8e-7,0,0,0,0,0,0,0,0,9.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5e-7,0,2.51e-6,0,0,7.9e-6,0
17928,0,0,0,0,0,0,0,0,0,0,0,1.3e-6,5.26e-6,0,0,0,0,0,0,0,3.78e-6,0,0,0,0,0,0,5.7e-7,0,0,2.96e-6,1.62e-6,4.5e-7,0,0,0,0,0,0,3.7e-7,0,0,0,4.5e-7,0,0,9e-7,7.5e-7,9.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23e-6,8.1e-7,0,3.84e-6,0,0,0
17956,0,0,0,0,0,0,0,0,0,1.4e-6,0,5.9e-7,2.87e-6,0,0,0,0,0,0,0,5.33e-6,0,0,1.25e-6,0,0,0,0,0,0,1.23e-6,5.9e-7,0,0,0,0,0,0,0,1.93e-6,0,0,0,4.9e-7,0,1.92e-6,0,1.52e-6,9.6e-7,1.262e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6e-7,0,0,1.31e-6,0,0,0
17987,0,0,0,0,0,0,0,0,0,0,0,0,2.77e-6,0,0,0,0,0,0,0,3.28e-6,2.6e-6,0,0,1.51e-6,0,0,6.5e-7,0,0,0,3.55e-6,0,0,1.7e-6,0,0,0,0,3.9e-7,0,0,0,4.9e-7,0,0,9.8e-7,0,2.46e-6,4.02e-6,0,0,0,0,0,0,0,9.1e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5e-6,3.3e-7,0,1.41e-6,2.8e-6,0,4.2e-6,0
18017,0,0,0,0,0,0,0,0,0,0,0,9.1e-7,5.79e-6,0,0,0,0,0,0,0,4.28e-6,0,0,1.96e-6,0,0,0,7.2e-7,0,0,7.3e-7,1.75e-6,5.4e-7,0,0,0,2.5e-6,0,0,4e-7,0,0,0,5.3e-7,1.36e-6,0,2.21e-6,9.3e-7,1.63e-6,0,0,0,0,0,0,0,0,0,0,0,1.33e-6,0,0,0,3.54e-6,0,0,0,0,0,0,3.48e-6,0,0,2.55e-6,0,0,0,1.49e-6,0,0
18048,0,0,0,2.1e-6,0,0,0,0,0,0,0,6.8e-7,0,0,0,0,0,0,0,0,3.66e-6,0,0,0,0,0,1.07e-6,0,0,0,2.21e-6,4.13e-6,1.62e-6,0,0,0,0,0,0,7.3e-7,0,0,0,5.2e-7,0,0,0,6.72e-6,0,1.56e-6,0,0,0,0,0,0,0,0,0,0,2.73e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11e-6,1e-6,0,5.65e-6,0,0,0
18078,0,0,0,2.1e-6,0,0,0,0,0,0,0,4.5e-7,0,0,0,0,0,0,0,0,3.14e-6,3.3e-6,0,0,0,0,2.05e-6,0,0,0,0,6.5e-7,1.05e-6,0,0,0,0,0,0,0,0,0,0,5.2e-7,7.04e-6,0,1.12e-6,0,1.13e-6,5.9e-6,0,0,0,0,0,5.8e-6,0,7e-6,0,0,0,4.6e-6,0,0,0,0,0,0,0,0,0,0,0,0,1.85e-6,4.04e-6,0,3.67e-6,2.21e-6,0,0
18109,0,0,0,0,0,0,0,0,0,0,0,1.45e-6,0,0,0,0,0,0,0,0,2.78e-6,0,0,0,0,0,0,0,0,0,6.3e-7,1.85e-6,0,0,0,0,0,0,0,7.3e-7,0,0,0,2.06e-6,0,0,1.02e-6,0,1.05e-6,0,0,0,0,0,0,0,0,0,0,0,5.76e-6,0,0,0,0,0,0,0,0,0,0,1.09e-6,0,0,0,0,0,4.53e-6,0,0,0
18140,0,0,0,0,0,0,0,0,0,0,0,7.2e-7,0,0,0,0,0,0,0,0,3.16e-6,0,0,0,0,0,1.68e-6,0,0,0,3.27e-6,1.11e-6,0,0,0,0,0,0,0,3.5e-7,9.2e-6,0,0,0,0,2.74e-6,8.9e-7,1.43e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-6,0,3.2e-6,6.2e-7,0,0,0,5.7e-7,0,0
18170,1.8e-6,0,0,0,0,0,0,0,0,0,0,1.65e-6,1.27e-6,0,0,0,0,0,0,0,2.43e-6,0,0,7.9e-7,0,0,8.5e-7,0,0,0,1.08e-6,7.3e-7,0,0,0,0,0,0,0,7e-7,0,0,0,9.6e-7,2.15e-6,9e-7,2.66e-6,0,9.6e-7,0,0,0,0,0,0,0,0,2.4e-6,1.91e-5,0,4.15e-6,0,0,0,0,5.7e-6,0,0,0,0,0,0,0,0,9.3e-7,7.6e-7,0,1.25e-6,0,0,0
18201,0,0,0,0,0,0,0,0,0,0,0,9e-7,0,0,0,0,0,0,0,0,2.89e-6,0,0,0,0,0,0,0,0,0,5.2e-7,5.5e-6,4.7e-7,0,1.4e-6,0,0,0,0,0,0,0,0,4.6e-7,1.01e-6,0,0,2.05e-6,4.5e-7,0,0,0,0,0,0,0,0,0,0,0,5.32e-6,0,0,0,2.78e-6,1.8e-6,0,0,0,0,0,3.65e-6,0,0,9.1e-7,0,0,5.99e-6,5.4e-7,0,0
18231,0,0,0,0,0,0,0,0,0,0,0,1.25e-6,0,0,0,0,0,0,0,0,1.53e-6,0,0,0,0,0,0,0,0,5.7e-6,0,1.74e-6,0,0,0,0,0,0,0,6.4e-7,0,0,0,0,0,8.4e-7,1.62e-6,0,8.7e-7,0,0,0,0,0,0,0,0,0,0,0,1.3e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14e-6,1.16e-6,0,7e-6,0
18262,0,0,0,0,0,0,0,0,0,0,0,1.8e-7,3.73e-6,0,0,0,0,0,3.8e-6,0,2.42e-6,0,0,3.9e-7,1.19e-6,0,8.4e-7,0,0,0,0,1.08e-6,9.7e-7,0,4.3e-6,0,0,0,0,3.3e-7,0,0,0,4.5e-7,1.02e-6,0,0,6.9e-7,4.5e-7,0,0,0,0,0,0,7.6e-6,0,0,0,0,0,0,0,0,0,1.8e-6,0,0,0,0,0,0,0,0,1.55e-6,0,0,1.17e-6,0,1.01e-5,0
18293,0,0,0,0,0,0,0,0,0,0,0,1.7e-7,1.1e-6,0,0,0,0,0,0,0,2.42e-6,0,0,0,0,0,0,0,0,0,5.1e-7,1.59e-6,4.3e-7,0,0,0,0,0,0,6.3e-7,0,0,0,4.4e-7,9.2e-7,8e-7,2.24e-6,1.27e-6,2.13e-6,0,0,0,0,0,0,0,0,2e-6,0,0,2.46e-6,0,0,0,2.44e-6,0,0,0,0,0,0,0,0,0,0,0,0,2.16e-6,5.2e-7,0,0
18322,0,0,0,0,0,0,0,0,0,0,0,0,8.3e-7,0,0,3.8e-6,0,0,0,0,6.4e-7,0,0,0,0,0,0,0,0,0,0,7.6e-7,0,0,0,0,0,0,1.35e-6,5.1e-7,0,0,0,0,0,6.3e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79e-6,0,0,0,0,0,0,0,0,2.1e-6,0,0,0,4.18e-6,0,0,0
18353,0,0,0,2.7e-6,0,0,3.6e-6,0,0,0,0,8.5e-7,3.52e-6,0,0,2.1e-6,0,0,0,0,1.71e-6,0,0,2.08e-6,0,0,0,8.8e-7,0,0,0,6.7e-7,0,0,0,0,0,0,0,0,0,0,0,7.2e-7,0,2.89e-6,0,0,7.8e-7,0,0,0,0,0,0,0,0,0,0,0,2.27e-6,0,0,0,9.9e-7,0,0,0,0,0,0,0,0,0,8.3e-7,0,0,9.5e-7,4.9e-7,0,0
18383,0,0,0,0,0,0,0,0,0,0,0,1.9e-7,2.03e-6,0,0,1.28e-5,0,0,0,0,3.5e-6,0,0,4e-7,0,0,0,0,0,0,1.13e-6,1.86e-6,2.15e-6,0,0,0,0,0,0,3.2e-7,0,0,0,0,1.03e-6,5.28e-6,3.32e-6,6.8e-7,5.91e-6,0,0,0,0,0,0,0,0,5.1e-6,0,0,0,0,0,0,2.55e-6,0,0,0,0,0,0,8.8e-7,0,0,3.3e-7,0,0,0,0,3.8e-6,0
18414,3.6e-6,0,0,1.8e-6,0,0,0,0,0,0,0,2.38e-6,1.06e-6,2.4e-6,0,0,0,0,0,0,4.32e-6,0,0,0,1.31e-6,0,2.77e-6,0,1.34e-5,0,1.22e-6,1.1e-6,0,0,0,0,0,0,0,1.58e-6,0,0,0,0,1.1e-6,0,0,0,1.01e-6,3.64e-6,0,0,0,0,2.5e-6,0,0,0,0,0,2.81e-6,0,4.5e-6,0,0,0,0,0,0,0,5.1e-6,9.4e-7,0,0,3.5e-7,8.3e-7,3.93e-6,9.9e-6,0,0,0
18444,0,0,0,0,0,1.7e-6,0,0,1.7e-6,0,0,3.9e-7,2.29e-6,0,0,0,0,0,0,0,3.05e-6,0,1.8e-6,0,1.29e-6,0,0,0,0,0,5.4e-7,1.5e-6,1.82e-6,0,0,0,0,0,0,3e-7,0,0,0,0,0,2.83e-6,9.2e-7,7.6e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24e-5,0,0,0,0,0,0,0,0,0,6.6e-6,6.7e-7,0,0,0,1.25e-6,0,0
18475,1.7e-6,0,0,3.4e-6,0,0,0,0,0,0,0,3.5e-7,1.17e-6,0,0,2.3e-6,0,0,0,0,3.09e-6,0,0,7.4e-7,0,0,1.64e-6,0,0,0,1.39e-6,8.5e-7,1.65e-6,0,0,0,0,0,0,0,0,0,0,9e-7,0,0,0,0,8.8e-7,0,0,0,4.3e-6,0,0,0,0,0,0,0,0,0,0,0,1.29e-6,0,0,0,0,0,0,0,0,0,8.3e-7,7.4e-7,3.45e-6,0,5.5e-7,3.6e-6,0
18506,1.4e-6,0,0,1.4e-6,0,0,0,0,0,0,2.39e-6,1.26e-6,0,0,0,4.2e-6,0,5.8e-6,0,0,1.74e-6,0,0,3.4e-7,0,0,0,4.5e-7,0,0,0,1.79e-6,0,0,0,0,0,0,0,8.2e-7,0,0,0,4e-7,0,7.1e-7,6.6e-7,2.13e-6,1.58e-6,0,0,0,3.6e-6,0,0,0,0,0,0,0,0,0,0,4.9e-6,2.23e-6,0,0,1.14e-5,0,0,0,0,0,0,4.9e-7,0,1.99e-6,0,4.8e-7,2.9e-6,0
18536,2.9e-6,0,0,1.3e-6,0,0,0,0,0,0,0,4.4e-7,9.8e-7,0,0,2e-6,0,0,0,0,1.95e-6,0,0,0,0,1.3e-6,0,0,0,0,1.21e-6,9.9e-7,8.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12e-6,0,0,0,0,0,0,0,0,0,7.1e-6,3.2e-5,2.34e-6,0,0,9.5e-6,0,0,0,0,0,0,0,0,0,0,1.36e-6,0,3.57e-6,0,0,1.04e-5,0
18567,3e-6,0,0,2.9e-6,0,0,2e-6,0,0,0,0,4.6e-7,1.04e-6,0,0,2.1e-6,0,0,0,0,1.97e-6,0,0,6.3e-7,0,5.3e-6,0,1.27e-6,0,2.3e-6,0,8.9e-7,8.9e-7,0,0,0,0,0,0,5.6e-7,0,0,0,3.9e-7,0,6.8e-7,2.73e-6,1.57e-6,1.12e-6,0,0,0,0,0,0,5.7e-6,0,0,0,0,1.14e-6,2.5e-6,0,5e-6,0,0,0,0,0,0,0,0,0,0,7.1e-7,6.2e-7,2.78e-6,1.85e-6,1.34e-6,0,0
18597,0,8.5e-6,2.9e-6,0,0,0,2e-6,0,0,0,0,8e-7,0,0,0,0,0,0,0,0,1.12e-6,0,0,3.5e-7,0,1.4e-6,0,0,0,0,0,3.42e-6,0,4.07e-6,0,0,3e-6,0,0,0,0,0,2.28e-6,0,2.57e-6,0,1.41e-6,5.8e-7,3.59e-6,0,0,0,0,0,0,2.9e-6,0,0,0,0,2.42e-6,0,0,5e-6,0,0,0,3.51e-5,0,0,0,0,0,0,5.3e-7,0,0,0,8.9e-7,0,0
18628,0,0,0,0,0,0,0,0,0,0,0,3.3e-7,1.13e-6,0,0,0,0,0,0,0,1.52e-6,0,0,0,0,0,0,9.3e-7,0,0,4.5e-7,1.83e-6,5.2e-7,0,1.2e-6,0,0,0,0,0,0,0,2.28e-6,8.4e-7,0,0,0,2.5e-6,8.4e-7,1.97e-6,0,0,0,0,0,0,0,0,0,0,1.28e-6,0,0,0,0,1.6e-6,0,0,0,0,0,0,0,0,2.8e-7,0,0,4.17e-6,0,0,0
18659,0,0,0,0,0,0,0,0,0,0,0,1.4e-7,0,3.5e-6,0,0,0,0,0,0,1.56e-6,0,0,0,0,0,0,1.26e-6,0,0,1.29e-6,7.5e-7,9.3e-7,0,0,0,0,0,7e-7,1.07e-6,0,0,0,2.68e-6,0,3.51e-6,7e-7,0,7.7e-7,0,2.06e-5,0,0,0,0,0,0,0,0,0,1.17e-6,0,3.1e-6,0,0,0,0,0,0,0,4.1e-6,0,0,0,0,6.1e-7,0,5.14e-6,4e-7,0,0
18687,6.9e-6,0,0,0,0,1.1e-6,0,1.8e-6,1.2e-6,1.02e-6,0,2e-6,9.3e-7,0,0,6e-6,0,0,0,0,1.88e-6,0,0,3.4e-7,0,0,0,0,0,0,0,7e-7,4.7e-7,0,0,0,0,0,0,5.6e-7,0,0,0,7.8e-7,2.52e-6,0,0,1.13e-6,8e-7,9.3e-7,0,0,0,0,7.1e-6,0,0,0,0,1.6e-5,2.37e-6,0,1.22e-5,0,0,0,0,0,0,0,4.1e-6,0,0,0,0,1.92e-6,0,1e-6,0,0,3.4e-6
18718,0,1.06e-5,1.4e-6,0,0,0,0,0,0,0,0,5.2e-7,0,0,0,1.33e-5,1.9e-6,0,0,0,1.9e-6,0,0,0,0,0,0,0,0,0,0,1.79e-6,0,0,0,0,0,4.5e-6,0,6.1e-7,0,0,0,0,0,0,1.46e-6,5.8e-7,1.32e-6,2.98e-6,0,0,0,0,0,0,0,0,0,0,2.39e-6,0,0,9.4e-6,1.07e-6,3.2e-6,0,0,0,0,0,0,0,0,6.3e-7,0,0,2.05e-6,0,0,0
18748,2.8e-6,0,0,0,0,0,0,0,1.3e-6,1.07e-6,0,7.1e-7,0,0,0,0,0,0,3.1e-6,0,2.21e-6,6.8e-6,0,1.12e-6,1.06e-6,0,0,0,0,0,0,1.34e-6,1.52e-6,0,0,0,0,0,0,2.8e-7,0,0,1.07e-6,0,1.81e-6,0,7.7e-7,0,1.35e-6,0,0,0,0,0,1.9e-6,0,0,0,0,0,0,0,0,0,2.25e-6,0,0,0,0,0,0,0,0,0,3.2e-7,0,1.04e-6,0,0,7.1e-6,0
18779,0,0,0,3.1e-6,0,0,0,0,0,1.12e-6,0,8.5e-7,3.81e-6,0,0,0,0,0,0,0,1.79e-6,0,0,3.6e-7,0,0,0,1.48e-6,0,0,0,7.9e-7,1.04e-6,0,0,0,0,0,0,1.01e-6,0,0,0,0,9.5e-7,0,0,2.04e-6,8.9e-7,4.16e-6,0,0,0,0,6.5e-6,0,0,0,0,0,1.25e-6,0,0,0,1.14e-6,3.5e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18809,1.4e-6,0,0,3e-6,0,0,0,0,0,1.08e-6,0,3.1e-7,1.84e-6,0,0,8.2e-6,0,0,0,0,1.75e-6,0,0,7.5e-7,1.14e-6,0,0,0,0,0,0,3e-7,5.1e-7,0,0,0,0,0,0,0,0,0,0,0,2.79e-6,1.6e-6,1.62e-6,6.6e-7,4.3e-7,0,0,0,0,0,0,0,0,0,0,0,1.21e-6,0,0,0,1.1e-6,0,0,0,0,0,0,0,1.31e-5,0,6.2e-7,0,1.09e-6,0,0,2.87e-5,0
18840,0,0,0,0,0,0,0,1.8e-6,0,0,4.42e-6,6.4e-7,0,0,0,1.9e-6,0,0,0,0,1.69e-6,0,1.3e-6,0,0,0,0,8.8e-7,0,0,4.4e-7,7.6e-7,4.7e-7,0,0,0,1.4e-6,0,0,5.5e-7,0,0,1.03e-6,0,0,1.49e-6,0,0,1.27e-6,9.4e-7,1.02e-5,0,0,0,3.7e-6,0,0,0,0,0,0,0,0,4.7e-6,0,0,0,0,0,0,0,7.8e-7,0,0,2.9e-7,1.88e-6,0,2.11e-6,0,0,1.7e-6
18871,0,0,1.2e-6,0,3.7e-6,0,0,0,0,4.81e-6,0,4.9e-7,6.57e-6,0,0,0,0,0,0,0,1.34e-6,0,5e-6,0,0,0,0,0,0,0,0,9.5e-7,0,0,0,0,0,0,0,0,1.57e-5,9.5e-6,9.5e-7,0,7.8e-7,0,0,2.11e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-6,1.66e-6,0,1.77e-6,0,2.21e-6,0,0
18901,0,0,0,0,1.8e-6,1.1e-6,0,0,0,0,0,3.1e-7,0,0,0,0,0,0,0,0,1.51e-6,0,0,0,0,0,0,0,0,0,8e-7,1.14e-6,0,0,0,2.6e-6,0,0,0,2.8e-7,5e-6,0,0,0,0,0,0,5.1e-7,0,0,0,0,0,0,0,2.8e-6,0,0,0,0,0,2.2e-6,2.7e-6,2.6e-5,0,0,0,3.29e-5,0,0,0,0,0,2e-6,5.2e-7,0,0,1.79e-6,4.1e-7,0,0
18932,0,0,0,2.4e-6,1.7e-6,0,0,0,0,0,0,4.6e-7,0,0,0,0,0,0,0,0,2e-6,0,0,0,8.1e-7,0,0,0,0,0,0,2.27e-6,4.2e-7,0,0,0,0,0,0,8.1e-7,0,0,0,0,0,0,1.25e-6,0,2.81e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6e-6,0,0,0,0,0,0,0,6.9e-6,0,0,2.1e-6,1.34e-6,2.72e-6,0,0,4.1e-7,0,0
18962,2.4e-6,0,0,0,0,0,0,0,0,0,0,5.9e-7,0,0,3.5e-6,0,0,4.9e-6,0,9.5e-6,9.8e-7,0,0,9.7e-7,0,1.1e-6,0,0,0,0,0,5.5e-7,0,6.2e-7,0,0,0,0,0,7.9e-7,0,0,4.47e-6,0,2.24e-6,6.4e-7,0,1e-6,8e-7,0,0,0,0,0,0,5.5e-6,0,0,0,0,4.28e-6,0,0,0,0,0,3.3e-6,0,0,0,0,0,0,2.1e-6,8.4e-7,0,0,0,0,0,0
